Emblem_ID,Factory_CName,Factory_Address,Factory_Tel,Factory_Fax,Factory_Director,Material_Name,PType_Name,Product_Name
162001,德豐木業股份有限公司,南投縣竹山鎮延平一路二號,049-2642094,049-2647894,李岳峰,林產加工品,集成材,柳杉結構用集成材(異等級結構用(對稱構成、非對稱構成)、同等級結構用、大斷面、中斷面、小斷面等集成材種；符合CNS11031之材面品質1～3類、含水率15％以下、膠合性能為Ⅱ類使用環境、強度等級E65-F255；集成元層積數4層)
161902,明昇木業,嘉義市西區世賢路一段580巷310號,052326186,052339102,李明生,林產加工品,木製材品,柳杉底材用製材品(針葉樹底材用製材(角材、板材)，材面品質2等以上，含水率為30％以下，乾燥處理(天然)，尺度依實際長度標示)
161901,明昇木業,嘉義市西區世賢路一段580巷310號,052326186,052339102,李明生,林產加工品,木製材品,柳杉製材品(乙種結構用製材(板材)，材面品質3等以上，含水率SD25，乾燥處理(天然)，尺度依實際長度標示。)
161802,昆儀實業股份有限公司,宜蘭縣蘇澳鎮自強路6號,03-9903188,03-9905088,郭宗欽,林產加工品,木製材品,防腐柳杉規格品(裝修用木材(板材)，材面品質大節(含)以上，含水率D18，板材，防腐處理ACQ K1~K4，尺度依實際長度標示)
161802,昆儀實業股份有限公司,宜蘭縣蘇澳鎮自強路6號,03-9903188,03-9905088,郭宗欽,林產加工品,木製材品,防腐柳杉規格品(乙種結構用材(角材、圓柱)，材面品質3等(含)以上，含水率SD20，防腐處理ACQ K1~K4，尺度依實際長度標示)
161801,昆儀實業股份有限公司,宜蘭縣蘇澳鎮自強路6號,03-9903188,03-9905088,郭宗欽,林產加工品,木製材品,柳杉規格品(裝修用木材(板材)，材面品質大節(含)以上，含水率D18，尺度依實際長度標示)
161801,昆儀實業股份有限公司,宜蘭縣蘇澳鎮自強路6號,03-9903188,03-9905088,郭宗欽,林產加工品,木製材品,柳杉規格品(乙種結構用製材(角材、圓柱)，材面品質3等(含)以上，含水率SD20，尺度依實際長度標示)
161801,昆儀實業股份有限公司,宜蘭縣蘇澳鎮自強路6號,03-9903188,03-9905088,郭宗欽,林產加工品,木製材品,柳杉底材(針葉樹底材用製材(角材、板材)，材面品質2等(含)以上，乾燥處理(天然)，含水率30％以下，尺寸:依實際長度標示)
161603,昆晉實業股份有限公司,宜蘭縣蘇澳鎮龍德工業區自強路8號,039902485,039904455,林榮三,林產加工品,木製材品,結構用製材-柳杉防腐材(乙種結構用製材(圓柱、角材、板材)，材面品質3等(含)以上，含水率SD20，防腐處理CuAz K4等級，尺度依實際長度標示)
161602,昆晉實業股份有限公司,宜蘭縣蘇澳鎮龍德工業區自強路8號,039902485,039904455,林榮三,林產加工品,木製材品,結構用製材-臺灣杉(乙種結構用製材(角材、板材)，材面品質3等(含)以上，含水率SD20，尺度依實際長度標示)
161601,昆晉實業股份有限公司,宜蘭縣蘇澳鎮龍德工業區自強路8號,039902485,039904455,林榮三,林產加工品,木製材品,結構用製材-柳杉未整修材(乙種結構用製材(角材、板材)，材面品質3等(含)以上，含水率SD25，尺度依實際長度標示)
161601,昆晉實業股份有限公司,宜蘭縣蘇澳鎮龍德工業區自強路8號,039902485,039904455,林榮三,林產加工品,木製材品,結構用製材-柳杉(乙種結構用製材(角材、板材)，材面品質3等(含)以上，含水率SD20，尺度依實際長度標示)
161502,正昌製材有限公司,新竹縣橫山鄉橫山街一段152號,035933904,035933872,梁國興,林產加工品,木製材品,柳杉防腐製材品(乙種結構用製材(角材、板材、圓柱)，材面品質1-3等，含水率SD20，防腐處理ACQ K3(2.6kg/m3)~K4(5.2kg/m3)，尺度依實際長度標示)
161501,正昌製材有限公司,新竹縣橫山鄉橫山街一段152號,035933904,035933872,梁國興,林產加工品,木製材品,柳杉製材品(乙種結構用製材(角材、板材、圓柱)，材面品質1-3等、含水率SD20，尺度依實際長度標示)
161402,臺南市龍崎區農會,台南市龍崎區崎頂里7鄰223號,06-5941018,,林韋如,林產加工品,一般用途竹醋液,龍崎竹醋液
161401,臺南市龍崎區農會,台南市龍崎區崎頂里7鄰223號,06-5941018,,林韋如,林產加工品,一般用途竹炭,龍崎竹炭片
160602,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹醋液,蒸餾竹醋液
160602,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹醋液,竹醋液
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,武岫孟宗竹筒炭
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,武岫竹炭微粉
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,武岫竹炭粒
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,武岫竹炭粉
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,武岫竹炭
160601,武岫休閒農場,南投縣鹿谷鄉竹林村田頭巷35之66號,049-2676262,049-2677117,林建勳,林產加工品,一般用途竹炭,孟宗竹炭
160502,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹醋液,蒸餾竹醋液
160502,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹醋液,竹醋液(園藝‧環境用)
160502,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹醋液,竹醋液(居家.寵物用)
160502,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹醋液,竹醋液
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,護腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,護手帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,辦公椅靠背
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,養生座墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,靴用消臭竹炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,黑鑽石吊飾
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,高能量養生衣
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,美容用竹炭包
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,皇家竹炭天然竹炭粒
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,花開富貴竹炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_鞋靴
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_室內、車用、衣櫥、抽屜
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_室內、車用、衣櫥、收納(五福臨門竹炭包)
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_室內、車用、衣櫥、收納(大)
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_冰箱
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空間竹炭_冰箱
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,空氣淨化用-竹炭除臭包
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,泡湯包
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,孟宗竹片炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹筒炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭攪拌棒
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭魔束腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭護膝帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭護腕帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭護掌套
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭護肩帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭醫用鞋墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭機能調理褲
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭養生枕墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭養生枕
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭養生床墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭彈性護膝帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭彈性護肘帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭彈性腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭領巾
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭腰背帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭舒眠釋壓記憶枕
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭透氣腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭眼罩
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭健康按摩鞋墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭脊椎型護腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭律動肘
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭肩衣
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭抱枕
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭拇指護腕帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭汽車靠枕/午睡枕
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭生理腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭支撐型腰帶
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭口罩
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,竹炭L型座墊/汽車座墊
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,冰箱消臭保鮮竹炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,天然色素竹炭粉
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,小空間用竹炭
160501,永霆國際竹炭實業有限公司,苗栗縣公館鄉北河村20號,03-4504695,03-4500765,黎鳳妹,林產加工品,一般用途竹炭,OK竹炭護腕帶
155201,速易達國際開發有限公司,高雄市路竹區東安路36巷1078號,07-6118758,,,乳品,鮮羊乳,新生活鮮羊乳
155101,保證責任臺灣省嘉南羊乳運銷合作社,嘉義縣太保市嘉太工業區光復路3號,05-2377891,05-2376387,,乳品,鮮羊乳,鮮羊乳
155011,辰頴股份有限公司,台南市新營區五福路134號,06-6534701,06-6522224,林宗盟,乳品,鮮羊乳,華南鮮羊乳
155005,辰頴股份有限公司,台南市新營區五福路134號,06-6534701,06-6522224,林宗盟,乳品,鮮羊乳,鮮羊乳
155003,辰頴股份有限公司,台南市新營區五福路134號,06-6534701,06-6522224,林宗盟,乳品,鮮羊乳,鮮配家鮮羊乳
155002,辰頴股份有限公司,台南市新營區五福路134號,06-6534701,06-6522224,林宗盟,乳品,鮮羊乳,豐新鮮100%鮮羊乳
155001,辰頴股份有限公司,台南市新營區五福路134號,06-6534701,06-6522224,林宗盟,乳品,鮮羊乳,高屏鮮羊乳
151303,味全食品工業股份有限公司斗六總廠,雲林縣斗六市長平里長林路11號,05-5325004,,陳宏裕,乳品,保久牛乳,萬丹保久乳(脂肪無調整)
151201,開元食品工業股份有限公司觀音二廠,桃園市觀音區經建一路32號,(03)4160150,,,乳品,鮮乳,戀職人鮮奶
151201,開元食品工業股份有限公司觀音二廠,桃園市觀音區經建一路32號,(03)4160150,,,乳品,鮮乳,戀職人動物福利鮮奶
151101,中華民國農會台農鮮乳廠,台中市西屯區工業區13路1號,04-23592035,04-23590902,黃瑞吉,乳品,鮮乳,崙背鮮乳
151101,中華民國農會台農鮮乳廠,台中市西屯區工業區13路1號,04-23592035,04-23590902,黃瑞吉,乳品,鮮乳,台農高品質鮮乳
151101,中華民國農會台農鮮乳廠,台中市西屯區工業區13路1號,04-23592035,04-23590902,黃瑞吉,乳品,鮮乳,台農純鮮乳
151003,義美食品股份有限公司南崁廠(乳品),桃園市蘆竹區南工路一段11號,03-3222406,03-3221148,高志明,乳品,保久牛乳,義美無乳糖牛乳（保久乳）
151003,義美食品股份有限公司南崁廠(乳品),桃園市蘆竹區南工路一段11號,03-3222406,03-3221148,高志明,乳品,保久牛乳,義美牛乳(保久乳)
151002,義美食品股份有限公司南崁廠(乳品),桃園市蘆竹區南工路一段11號,03-3222406,03-3221148,高志明,乳品,鮮乳,義美低脂鮮乳
151001,義美食品股份有限公司南崁廠(乳品),桃園市蘆竹區南工路一段11號,03-3222406,03-3221148,高志明,乳品,鮮乳,義美全脂鮮乳
150904,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮優質鮮乳
150904,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮優質鮮乳
150903,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮特極鮮乳
150903,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮特極鮮乳
150903,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮特極鮮乳
150903,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,保久牛乳,福樂一番鮮保久乳
150903,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,保久牛乳,福樂100%生乳保久乳
150902,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮低脂鮮乳
150902,佳格食品股份有限公司中壢廠,桃園市中壢區吉林路13號,03-4525131,03-4528084,,乳品,鮮乳,福樂一番鮮低脂鮮乳
150882,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,85度C高品質鮮乳
150807,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,酪農戶限定鮮乳.萬丹
150807,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,酪農戶限定鮮乳.萬丹
150807,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,酪農戶限定鮮乳.萬丹
150807,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,酪農戶限定鮮乳.萬丹
150804,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,味全超優質鮮乳
150804,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,味全全脂鮮乳
150802,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,林鳳營低脂鮮乳
150802,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,林鳳營低脂鮮乳
150801,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,牧鄉極致鮮乳
150801,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,林鳳營高品質鮮乳
150801,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,林鳳營高品質鮮乳
150801,味全食品工業股份有限公司高雄廠,高雄市路竹區北嶺里中山南路51號,07-6976716,07-6074195,陳宏裕,乳品,鮮乳,林鳳營高品質鮮乳
150601,養樂多股份有限公司中壢工廠,桃園市中壢區自強一路4號,03-4529994,03-4527117,李道明,乳品,鮮乳,養樂多優質鮮乳
150601,養樂多股份有限公司中壢工廠,桃園市中壢區自強一路4號,03-4529994,03-4527117,李道明,乳品,鮮乳,養樂多特選全脂鮮乳
150601,養樂多股份有限公司中壢工廠,桃園市中壢區自強一路4號,03-4529994,03-4527117,李道明,乳品,鮮乳,養樂多全脂鮮乳
150502,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方鮮乳低脂鮮乳
150502,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方鮮乳低脂鮮乳
150502,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,乳品,四方鮮乳低脂鮮乳
150501,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方鮮乳全脂鮮乳
150501,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方鮮乳全脂鮮乳
150501,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方成份無調整鮮乳
150501,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,鮮乳,四方成份無調整鮮乳
150501,四方乳品工業股份有限公司,苗栗縣竹南鎮大厝里9鄰59-13號,037-472609,037-472612,葉彩連,乳品,乳品,四方成分無調整鮮乳
150404,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,鮮乳,乳香世家高品質低脂鮮乳
150403,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,鮮乳,乳香世家高品質純鮮乳
150403,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,保久牛乳,光泉保久乳-成分無調整
150403,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,保久牛乳,光泉低脂保久乳
150402,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,鮮乳,低脂鮮乳
150402,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,鮮乳,低脂高優質鮮乳
150401,光泉牧場股份有限公司嘉義廠,嘉義縣民雄鄉北斗村成功街1號,05-2219700,05-2215546,汪林祥,乳品,鮮乳,光泉鮮乳-成分無調整
150304,光泉牧場股份有限公司大園廠,桃園市大園區南港里大觀路1249號,03-3865185,03-3862475,汪林祥,乳品,鮮乳,乳香世家高品質低脂鮮乳
150303,光泉牧場股份有限公司大園廠,桃園市大園區南港里大觀路1249號,03-3865185,03-3862475,汪林祥,乳品,鮮乳,乳香世家高品質純鮮乳
150302,光泉牧場股份有限公司大園廠,桃園市大園區南港里大觀路1249號,03-3865185,03-3862475,汪林祥,乳品,鮮乳,低脂鮮乳
150301,光泉牧場股份有限公司大園廠,桃園市大園區南港里大觀路1249號,03-3865185,03-3862475,汪林祥,乳品,鮮乳,光泉鮮乳-成分無調整
150281,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,家樂福優質鮮乳(無調整)
150203,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,瑞穗低脂鮮乳
150202,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,瑞穗鮮乳City Cafe專用
150202,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,瑞穗鮮乳(悠旅生活事業專用)
150202,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,瑞穗全脂鮮乳
150202,統一企業股份有限公司楊梅廠,桃園市楊梅區水美里民富路一段301號,03-478-4143,03-478-4616,羅智先,乳品,鮮乳,統一鮮乳
150181,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,家樂福優質鮮乳(無調整)
150107,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,Dr. Milker極鮮乳脂肪無調整
150103,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,瑞穗低脂鮮乳
150102,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,瑞穗鮮乳CityCafé專用
150102,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,瑞穗鮮乳(悠旅生活事業專用)
150102,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,瑞穗全脂鮮乳
150102,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,統一鮮乳
150101,統一企業股份有限公司新市廠(乳品),台南市新市區大營里7號,06-5991511#8432,06-5990483,羅智先,乳品,鮮乳,瑞穗極製低溫殺菌鮮乳
140205,合隆毛廠股份有限公司,桃園市大園區和平西路2段112號,02-55818888,02-55828888,陳彥誠,羽絨,鴨絨,精洗廠鵝絨：CAS 95/5台灣原產鵝絨
140204,合隆毛廠股份有限公司,桃園市大園區和平西路2段112號,02-55818888,02-55828888,陳彥誠,羽絨,鴨絨,精洗廠鴨絨：90/10鴨絨、CAS 75/25台灣原產鴨絨
140203,合隆毛廠股份有限公司,桃園市大園區和平西路2段112號,02-55818888,02-55828888,陳彥誠,羽絨,鵝絨,製品廠鵝絨：CAS台灣原產95%白鵝絨被
140202,合隆毛廠股份有限公司,桃園市大園區和平西路2段112號,02-55818888,02-55828888,陳彥誠,羽絨,鴨絨,製品廠鴨絨：CAS台灣原產90%白鴨絨被、CAS台灣原產75%白鴨絨被
136175,興得國際有限公司,高雄市茄萣區民有路51號,07-6986565,07-6986000,,水產加工品,冷凍水產品,冷凍鰹魚(丁、片、塊)
